4
16
0 0 1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e+00
0 1 5.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e-01
0 2 3.3333333333333333334236835143737920361672877334058284759521484375000000000000000000000000000000000000e-01
0 3 2.5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e-01
1 0 5.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e-01
1 1 3.3333333333333333334236835143737920361672877334058284759521484375000000000000000000000000000000000000e-01
1 2 2.5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e-01
1 3 2.0000000000000000000271050543121376108501863200217485427856445312500000000000000000000000000000000000e-01
2 0 3.3333333333333333334236835143737920361672877334058284759521484375000000000000000000000000000000000000e-01
2 1 2.5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e-01
2 2 2.0000000000000000000271050543121376108501863200217485427856445312500000000000000000000000000000000000e-01
2 3 1.6666666666666666667118417571868960180836438667029142379760742187500000000000000000000000000000000000e-01
3 0 2.5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e-01
3 1 2.0000000000000000000271050543121376108501863200217485427856445312500000000000000000000000000000000000e-01
3 2 1.6666666666666666667118417571868960180836438667029142379760742187500000000000000000000000000000000000e-01
3 3 1.4285714285714285714092106754913302779641526285558938980102539062500000000000000000000000000000000000e-01
4
0 2.0833333333333333334778936229980672578676603734493255615234375000000000000000000000000000000000000000e+00
1 1.2833333333333333334128414926489369918272132053971290588378906250000000000000000000000000000000000000e+00
2 9.5000000000000000004336808689942017736029811203479766845703125000000000000000000000000000000000000000e-01
3 7.5952380952380952380126322154296758526470512151718139648437500000000000000000000000000000000000000000e-01
