6
36
0 0 1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e+00
0 1 5.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e-01
0 2 3.3333333333333333334236835143737920361672877334058284759521484375000000000000000000000000000000000000e-01
0 3 2.5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e-01
0 4 2.0000000000000000000271050543121376108501863200217485427856445312500000000000000000000000000000000000e-01
0 5 1.6666666666666666667118417571868960180836438667029142379760742187500000000000000000000000000000000000e-01
1 0 5.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e-01
1 1 3.3333333333333333334236835143737920361672877334058284759521484375000000000000000000000000000000000000e-01
1 2 2.5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e-01
1 3 2.0000000000000000000271050543121376108501863200217485427856445312500000000000000000000000000000000000e-01
1 4 1.6666666666666666667118417571868960180836438667029142379760742187500000000000000000000000000000000000e-01
1 5 1.4285714285714285714092106754913302779641526285558938980102539062500000000000000000000000000000000000e-01
2 0 3.3333333333333333334236835143737920361672877334058284759521484375000000000000000000000000000000000000e-01
2 1 2.5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e-01
2 2 2.0000000000000000000271050543121376108501863200217485427856445312500000000000000000000000000000000000e-01
2 3 1.6666666666666666667118417571868960180836438667029142379760742187500000000000000000000000000000000000e-01
2 4 1.4285714285714285714092106754913302779641526285558938980102539062500000000000000000000000000000000000e-01
2 5 1.2500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e-01
3 0 2.5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e-01
3 1 2.0000000000000000000271050543121376108501863200217485427856445312500000000000000000000000000000000000e-01
3 2 1.6666666666666666667118417571868960180836438667029142379760742187500000000000000000000000000000000000e-01
3 3 1.4285714285714285714092106754913302779641526285558938980102539062500000000000000000000000000000000000e-01
3 4 1.2500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e-01
3 5 1.1111111111111111110960527476043679939721187110990285873413085937500000000000000000000000000000000000e-01
4 0 2.0000000000000000000271050543121376108501863200217485427856445312500000000000000000000000000000000000e-01
4 1 1.6666666666666666667118417571868960180836438667029142379760742187500000000000000000000000000000000000e-01
4 2 1.4285714285714285714092106754913302779641526285558938980102539062500000000000000000000000000000000000e-01
4 3 1.2500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e-01
4 4 1.1111111111111111110960527476043679939721187110990285873413085937500000000000000000000000000000000000e-01
4 5 1.0000000000000000000135525271560688054250931600108742713928222656250000000000000000000000000000000000e-01
5 0 1.6666666666666666667118417571868960180836438667029142379760742187500000000000000000000000000000000000e-01
5 1 1.4285714285714285714092106754913302779641526285558938980102539062500000000000000000000000000000000000e-01
5 2 1.2500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e-01
5 3 1.1111111111111111110960527476043679939721187110990285873413085937500000000000000000000000000000000000e-01
5 4 1.0000000000000000000135525271560688054250931600108742713928222656250000000000000000000000000000000000e-01
5 5 9.0909090909090909093373186755648873713653301820158958435058593750000000000000000000000000000000000000e-02
6
0 2.4500000000000000002602085213965210641617886722087860107421875000000000000000000000000000000000000000e+00
1 1.5928571428571428571707366272924843997316202148795127868652343750000000000000000000000000000000000000e+00
2 1.2178571428571428571707366272924843997316202148795127868652343750000000000000000000000000000000000000e+00
3 9.9563492063492063492442102345947319008701015263795852661132812500000000000000000000000000000000000000e-01
4 8.4563492063492063494610506690918327876715920865535736083984375000000000000000000000000000000000000000e-01
5 7.3654401154401154402321522107754958597070071846246719360351562500000000000000000000000000000000000000e-01
